BRAND;MODEL;COUNTRY_ORIGIN;COUNTRY_CODE
Lamborghini;Murcielago LP640 купе 6.5;Италия;IT
Lamborghini;Murcielago LP640 родстер 6.5;Италия;IT
Lamborghini;Murcielago LP640VersaceEdition;Италия;IT
Lamborghini;Murcielago R-GT;Италия;IT
Lamborghini;Murcielago Roadster;Италия;IT
Lamborghini;MurcielagoLP640RoadsterVersace;Италия;IT
Lancia;Musa 1.3;Италия;IT
Lancia;Musa 1.4;Италия;IT
Lancia;Musa multijet SKY 0;Италия;IT
Ssang Yong;Musso;Корея;KR
Ssang Yong;Musso Sports;Корея;KR
Ford;Mustang;США;US
Ford;Mustang Mach-E;США;US
Ferrari;Mythos;Италия;IT
Honda;N-BOX;Япония;JP
Honda;N-WGN;Япония;JP
Hyundai;NF Sonata GL 2.0;Корея;KR
Hyundai;NF Sonata GLS 2.0;Корея;KR
Hyundai;NF Sonata GLS 2.4;Корея;KR
Isuzu;NLR85A-001;Япония;JP
Nissan;NP-300;Япония;JP
Nissan;NP-300 Pick Up;Япония;JP
Nissan;NP300;Япония;JP
Isuzu;NQP75P;Япония;JP
Isuzu;NQR75R;Япония;JP
Acura;NSX;Япония;JP
Nissan;NV100 Clipper;Япония;JP
Nissan;NV200;Япония;JP
Nissan;NV300;Япония;JP
Nissan;NV350 Caravan;Япония;JP
Nissan;NX Coupe;Япония;JP
Toyota;Nadia;Япония;JP
Nissan;Navara;Япония;JP
Nissan;Navara LE 2.5;Япония;JP
Nissan;Navara SE 2.5;Япония;JP
Nissan;Navara XE 2.5;Япония;JP
Lincoln;Navicross;США;US
Lincoln;Navigator;США;US
Dodge;Neon;США;US
Daewoo;Nexia DOHC GL;Корея;KR
Daewoo;Nexia DOHC GLE;Корея;KR
Daewoo;Nexia GL;Корея;KR
Daewoo;Nexia GLE;Корея;KR
Ravon;Nexia R3;Узбекистан;UZ
Dodge;Nitro;США;US
Dodge;Nitro 2.8;США;US
Dodge;Nitro 3.7;США;US
Dodge;Nitro 4.0;США;US
Chevrolet;Niva GLC;США;US
Chevrolet;Niva GLS;США;US
Chevrolet;Niva L;США;US
Chevrolet;Niva LC;США;US
LADA;Niva Legend;Россия;RU
Toyota;Noah;Япония;JP
Nissan;Note;Япония;JP
Nissan;Note Comfort;Япония;JP
Nissan;Note Comfort 1.4;Япония;JP
Nissan;Note Comfort 1.6;Япония;JP
Nissan;Note Luxury;Япония;JP
Nissan;Note Luxury 1.4;Япония;JP
Nissan;Note Luxury 1.6;Япония;JP
Nissan;Note Tekna 1.6;Япония;JP
Mitsuoka;Nouera 20LX Sedan;Япония;JP
Mitsuoka;Nouera 20ST Sedan;Япония;JP
Dacia;Nova 1.4 i;Румыния;RO
Dacia;Nova Седан 1.4;Румыния;RO
Kia;OPTIMA;Корея;KR
Mitsuoka;OROCHI base grade Coupe;Япония;JP
Skoda;Octavia;Чешская Республика;CZ
Skoda;Octavia 1.4;Чешская Республика;CZ
Skoda;Octavia 1.6;Чешская Республика;CZ
Skoda;Octavia 1.8;Чешская Республика;CZ
Skoda;Octavia Combi;Чешская Республика;CZ
Skoda;Octavia Combi 1.4;Чешская Республика;CZ
Skoda;Octavia Combi 1.6;Чешская Республика;CZ
Skoda;Octavia Combi 1.8;Чешская Республика;CZ
Skoda;Octavia RS;Чешская Республика;CZ
Skoda;Octavia RS 2.0;Чешская Республика;CZ
Skoda;Octavia RS Combi;Чешская Республика;CZ
Skoda;Octavia RS Combi 2.0;Чешская Республика;CZ
Skoda;Octavia Scout;Чешская Республика;CZ
Skoda;Octavia Scout 2.0;Чешская Республика;CZ
Skoda;Octavia Tour;Чешская Республика;CZ
Skoda;Octavia Tour 1.4;Чешская Республика;CZ
Skoda;Octavia Tour 1.6;Чешская Республика;CZ
Skoda;Octavia Tour 1.8;Чешская Республика;CZ
Skoda;Octavia Tour 1.9;Чешская Республика;CZ
Skoda;Octavia Tour Combi;Чешская Республика;CZ
Skoda;Octavia Tour Combi 1.4;Чешская Республика;CZ
Skoda;Octavia Tour Combi 1.6;Чешская Республика;CZ
Skoda;Octavia Tour Combi 1.8;Чешская Республика;CZ
Skoda;Octavia Tour Combi 1.9;Чешская Республика;CZ
Honda;Odyssey;Япония;JP
Geely;Okavango;Китай;CN
FAW;Oley;Китай;CN
Opel;Olympia;Германия;DE
Opel;Omega;Германия;DE
Dodge;Omni;США;US
Mini;One Basic;Виргинские о-ва (Британские);VG
Mini;One Pepper;Виргинские о-ва (Британские);VG
Mini;One Salt;Виргинские о-ва (Британские);VG
Mini;One Starter;Виргинские о-ва (Британские);VG
Toyota;Opa;Япония;JP
Kia;Opirus 3.8;Корея;KR
Daihatsu;Opti 660;Япония;JP
Chery;Oriental Son (B11);Китай;CN
Toyota;Origin;Япония;JP
Doninvest;Orion 1.4 i;Россия;RU
Doninvest;Orion 1.6 i;Россия;RU
Doninvest;Orion 2.0 i;Россия;RU
Chevrolet;Orlando;США;US
Geely;Otaka1.5;Китай;CN
DongFeng;Oting;Китай;CN
Nissan;Otti;Япония;JP
Subaru;Outback;Япония;JP
Subaru;Outback 2.5i;Япония;JP
Subaru;Outback 3.0;Япония;JP
Mitsubishi;Outlander;Япония;JP
Mitsubishi;Outlander Sport;Япония;JP
Mitsubishi;Outlander XL 2.4;Япония;JP
Mitsubishi;Outlander XL 3.0;Япония;JP
Saturn;Outlook;США;US
Saturn;Outlook 3.6 i;США;US
Chrysler;PT Cruiser 2.4;США;US
Mitsubishi;Pajero IV;Япония;JP
Mitsubishi;Pajero IV 3.0;Япония;JP
Mitsubishi;Pajero IV 3.2;Япония;JP
Mitsubishi;Pajero IV 3.8;Япония;JP
Mitsubishi;Pajero IV 3d;Япония;JP
Mitsubishi;Pajero IV 3d 3.2;Япония;JP
Mitsubishi;Pajero IV 3d 3.8;Япония;JP
Mitsubishi;Pajero Junior;Япония;JP
Mitsubishi;Pajero Mini;Япония;JP
Mitsubishi;Pajero Pinin;Япония;JP
Mitsubishi;Pajero Sport;Япония;JP
Mitsubishi;Pajero Sport 3.2;Япония;JP
Mitsubishi;Pajero iO;Япония;JP
Fiat;Palio;Италия;IT
Hyundai;Palisade;Корея;KR
Fiat;Panda 1.1;Италия;IT
Fiat;Panda 1.2;Италия;IT
Nissan;Pao;Япония;JP
Buick;Park Avenue 3.8;США;US
Rolls Royce;Park Ward 5.4;Виргинские о-ва (Британские);VG
Honda;Partner;Япония;JP
Peugeot;Partner Tepee;Франция;FR
Peugeot;Partner Tepee 1.6;Франция;FR
Peugeot;Partner VP Origin;Франция;FR
Peugeot;Partner VP Origin 1.4;Франция;FR
Peugeot;Partner VU Origin;Франция;FR
Peugeot;Partner VU Origin 1.4;Франция;FR
Peugeot;Partner VU Origin 1.9;Франция;FR
Peugeot;Partner XR;Франция;FR
Toyota;Paseo;Япония;JP
Volkswagen;Passat;Германия;DE
Volkswagen;Passat 1.4;Германия;DE
Volkswagen;Passat 1.6;Германия;DE
Volkswagen;Passat 1.8;Германия;DE
Volkswagen;Passat 1.9;Германия;DE
Volkswagen;Passat 2.0;Германия;DE
Volkswagen;Passat 3.2;Германия;DE
Volkswagen;Passat CC;Германия;DE
Volkswagen;Passat CC 1.8;Германия;DE
Volkswagen;Passat CC 2.0;Германия;DE
Volkswagen;Passat CC 3.6;Германия;DE
Volkswagen;Passat Variant;Германия;DE
Volkswagen;Passat Variant 1.4;Германия;DE
Volkswagen;Passat Variant 1.6;Германия;DE
Volkswagen;Passat Variant 1.8;Германия;DE
Volkswagen;Passat Variant 1.9;Германия;DE
Volkswagen;Passat Variant 2.0;Германия;DE
Volkswagen;Passat Variant 3.2;Германия;DE
Toyota;Passo;Япония;JP
Toyota;Passo Sette;Япония;JP
Nissan;Pathfinder;Япония;JP
Nissan;Pathfinder LE 2.5;Япония;JP
Nissan;Pathfinder LE 4.0;Япония;JP
Nissan;Pathfinder SE 2.5;Япония;JP
Nissan;Pathfinder XE;Япония;JP
Nissan;Patrol;Япония;JP
Nissan;Patrol Elegance;Япония;JP
Nissan;Patrol Elegance 3.0;Япония;JP
Nissan;Patrol Elegance 4.8;Япония;JP
Nissan;Patrol Luxury 3.0;Япония;JP
Great Wall;Pegasus 2.2;Китай;CN
Proton;Perdana;Малайзия;MY
Proton;Perdana 2.0 i;Малайзия;MY
Great Wall;Peri 1.3;Китай;CN
Great Wall;Peri 1.3i;Китай;CN
Proton;Persona 300 Compact;Малайзия;MY
Proton;Persona 300 Compact 1.3 i;Малайзия;MY
Proton;Persona 300 Compact 1.5;Малайзия;MY
Proton;Persona 300 Compact 1.6 i;Малайзия;MY
Proton;Persona 300 Compact 1.8 i;Малайзия;MY
Proton;Persona 400 1.5 i;Малайзия;MY
Proton;Persona 400 1.6 i;Малайзия;MY
Proton;Persona 400 2.0;Малайзия;MY
Proton;Persona 400 Coupe 1.8 i;Малайзия;MY
Proton;Persona 400 Hatchback;Малайзия;MY
Proton;Persona 400 Hatchback 1.3 i;Малайзия;MY
Proton;Persona 400 Hatchback 1.5 i;Малайзия;MY
Proton;Persona 400 Hatchback 1.6 i;Малайзия;MY
Proton;Persona 400 Hatchback 1.8 i;Малайзия;MY
Proton;Persona 400 Hatchback 2.0;Малайзия;MY
Volkswagen;Phaeton;Германия;DE
Volkswagen;Phaeton 3.2;Германия;DE
Volkswagen;Phaeton 4.2;Германия;DE
Volkswagen;Phaeton 6.0;Германия;DE
Rolls Royce;Phantom 6.7;Виргинские о-ва (Британские);VG
Rolls Royce;Phantom Coupe;Виргинские о-ва (Британские);VG
Rolls Royce;Phantom Drophead Coupe;Виргинские о-ва (Британские);VG
Rolls Royce;Phantom Extended 6.7;Виргинские о-ва (Британские);VG
Lancia;Phedra 2.0;Италия;IT
Lancia;Phedra 2.2;Италия;IT
Lancia;Phedra Multijet 120;Италия;IT
Kia;Picanto;Корея;KR
Kia;Picanto 1.0;Корея;KR
Kia;Picanto 1.1;Корея;KR
Toyota;Picnic;Япония;JP
Honda;Pilot;Япония;JP
Honda;Pilot 3.5;Япония;JP
Nissan;Pino;Япония;JP
Mitsubishi;Pistachio;Япония;JP
Toyota;Pixis Epoch;Япония;JP
Toyota;Pixis Joy;Япония;JP
Toyota;Pixis Mega;Япония;JP
Toyota;Pixis Space;Япония;JP
Toyota;Pixis Van;Япония;JP
Nissan;Pixo;Япония;JP
Toyota;Platz;Япония;JP
Subaru;Pleo;Япония;JP
Subaru;Pleo Plus;Япония;JP
Morgan;Plus Eight 3.9;Виргинские о-ва (Британские);VG
Morgan;Plus Four 2.0;Виргинские о-ва (Британские);VG
Derways;Plutus;Россия;RU
Volkswagen;Pointer;Германия;DE
Dodge;Polara;США;US
Volkswagen;Polo;Германия;DE
Volkswagen;Polo 3D;Германия;DE
Volkswagen;Polo 3D 1.2;Германия;DE
Volkswagen;Polo 3D 1.4;Германия;DE
Volkswagen;Polo 3D 1.6;Германия;DE
Volkswagen;Polo 5D;Германия;DE
Volkswagen;Polo 5D 1.2;Германия;DE
Volkswagen;Polo 5D 1.4;Германия;DE
Volkswagen;Polo 5D 1.6;Германия;DE
Volkswagen;Polo Sedan;Германия;DE
FSO;Polonez III 1.4 i;Польша;PL
FSO;Polonez III 1.5;Польша;PL
FSO;Polonez III 1.6;Польша;PL
FSO;Polonez III 1.6 i;Польша;PL
FSO;Polonez III 1.9;Польша;PL
Skoda;Popular;Чешская Республика;CZ
Toyota;Porte;Япония;JP
Nissan;Prairie;Япония;JP
Skoda;Praktik;Чешская Республика;CZ
Skoda;Praktik 1.2;Чешская Республика;CZ
Skoda;Praktik 1.4;Чешская Республика;CZ
Geely;Preface;Китай;CN
Honda;Prelude;Япония;JP
Mazda;Premacy;Япония;JP
Toyota;Premio;Япония;JP
Nissan;Presage;Япония;JP
Nissan;Presea;Япония;JP
Nissan;President;Япония;JP
Toyota;Previa;Япония;JP
Kia;Pride;Корея;KR
Nissan;Primastar;Япония;JP
Nissan;Primera;Япония;JP
HAFEI;Princip 1.6;Китай;CN
Toyota;Prius;Япония;JP
Toyota;Prius Alpha;Япония;JP
Toyota;Prius c;Япония;JP
Toyota;Prius v (+);Япония;JP
Toyota;ProAce;Япония;JP
Toyota;ProAce City;Япония;JP
Kia;Pro_cee'd 1.4;Корея;KR
Kia;Pro_cee'd 1.6;Корея;KR
Kia;Pro_cee'd 2.0;Корея;KR
Toyota;Probox;Япония;JP
Toyota;Progres;Япония;JP
Toyota;Pronard;Япония;JP
Mazda;Protege;Япония;JP
Mitsubishi;Proudia;Япония;JP
Toyota;Publica;Япония;JP
Nissan;Pulsar;Япония;JP
Fiat;Punto;Италия;IT
Infiniti;Q 70;Япония;JP
Audi;Q3;Германия;DE
Audi;Q5;Германия;DE
Infiniti;Q50;Япония;JP
Audi;Q7;Германия;DE
Chery;QQ;Китай;CN
Chery;QQ6 (S21);Китай;CN
Chery;QQ6 1.1i;Китай;CN
Chery;QQ6 1.3i;Китай;CN
Infiniti;QX 56;Япония;JP
Infiniti;QX 80;Япония;JP
Infiniti;QX50;Япония;JP
Nissan;Qashqai;Япония;JP
Nissan;Qashqai LE;Япония;JP
Nissan;Qashqai LE 2.0;Япония;JP
Nissan;Qashqai LE+ 2.0;Япония;JP
Nissan;Qashqai Lounge 2.0;Япония;JP
Nissan;Qashqai Lounge+;Япония;JP
Nissan;Qashqai Lounge+ 2.0;Япония;JP
Nissan;Qashqai SE;Япония;JP
Nissan;Qashqai SE 1.6 2;Япония;JP
Nissan;Qashqai SE 2.0;Япония;JP
Nissan;Qashqai SE+;Япония;JP
Nissan;Qashqai SE+ 1.6 2;Япония;JP
Nissan;Qashqai SE+ 2.0;Япония;JP
Nissan;Qashqai XE;Япония;JP
Nissan;Qashqai XE 1.6 2;Япония;JP
Nissan;Qashqai XE 2.0;Япония;JP
Nissan;Qashqai+2;Япония;JP
Nissan;Qashqai+2 LE 2.0;Япония;JP
Nissan;Qashqai+2 SE;Япония;JP
Nissan;Qashqai+2 SE+ 1.6;Япония;JP
Nissan;Qashqai+2 SE+ 2.0;Япония;JP
Nissan;Qashqai+2 XE 1.6;Япония;JP
BYD;Qin;Китай;CN
Kia;Quanlima;Корея;KR
Nissan;Quest;Япония;JP
Kia;Quoris;Корея;KR
Nissan;R'nessa;Япония;JP
Mercedes;R-Class AMG;Германия;DE
Mercedes;R-Class R 320 L;Германия;DE
Mercedes;R-Class R 350 L;Германия;DE
Mercedes;R-Class R 500 L;Германия;DE
Ravon;R2;Узбекистан;UZ
Subaru;R2;Япония;JP
Ravon;R4;Узбекистан;UZ
Audi;R8;Германия;DE
Dodge;RAM;США;US
Dodge;RAM Van;США;US
Toyota;RAV4 2.0;Япония;JP
Toyota;RAV4 2.4;Япония;JP
Peugeot;RCZ;Франция;FR
Acura;RDX;Япония;JP
JAC;REFINE MPV;Китай;CN
JAC;REIN SRV;Китай;CN
Acura;RL;Япония;JP
Acura;RLX;Япония;JP
Audi;RS4;Германия;DE
Audi;RS6;Германия;DE
Audi;RS6 Avant;Германия;DE
Acura;RSX;Япония;JP
Mitsubishi;RVR;Япония;JP
Lexus;RX 350 Comfort;Япония;JP
Lexus;RX 350 Executive;Япония;JP
Lexus;RX 350 Luxury;Япония;JP
Lexus;RX 350 Premium;Япония;JP
Lexus;RX 400h Luxury;Япония;JP
Mazda;RX-8;Япония;JP
Mazda;RX-8 1.3;Япония;JP
Toyota;Ractis;Япония;JP
Changan;Raeton;Китай;CN
Dodge;Raider;США;US
Mitsubishi;Raider;Япония;JP
Buick;Rainer 4.2 i;США;US
Buick;Rainer 5.3 i;США;US
Toyota;Raize;Япония;JP
Land Rover;Range Rover Evoque;США;US
Land Rover;Range Rover Sport TDV8 HSE;США;US
Land Rover;Range Rover Sport TDV8 SE;США;US
Land Rover;Range Rover Sport V8 HSE;США;US
Land Rover;Range Rover Sport V8 SE;США;US
Land Rover;Range Rover TDV8 Vogue;США;US
Land Rover;Range Rover TDV8 Westminster;США;US
Land Rover;Range Rover V8 Supercharged;США;US
Land Rover;Range Rover V8 Vogue;США;US
Land Rover;Range Rover Velar;США;US
Land Rover;RangeRover SportV8Supercharged;США;US
Land Rover;RangeRover V8SuperchargedWestm;США;US
Ford;Ranger;США;US
Ford;Ranger Limited 1;США;US
Ford;Ranger Limited 2;США;US
Ford;Ranger Wild Track 1;США;US
Ford;Ranger Wild Track 2;США;US
Ford;Ranger XL;США;US
Ford;Ranger XLT 2;США;US
Ford;Ranger XLT 3;США;US
Skoda;Rapid;Чешская Республика;CZ
Nissan;Rasheen;Япония;JP
Toyota;Raum;Япония;JP
Mitsuoka;Ray base grade Mini;Япония;JP
JAC;Refine MT;Китай;CN
Toyota;Regius;Япония;JP
Toyota;RegiusAce;Япония;JP
JAC;Rein MT;Китай;CN
Opel;Rekord;Германия;DE
Saturn;Relay 3.5 i;США;US
Buick;Rendezvous 3.4 i;США;US
Buick;Rendezvous 3.8 i;США;US
Asia;Retona 2.0;Корея;KR
Asia;Retona 2.0 4WD;Корея;KR
Asia;Retona 2.0 TD;Корея;KR
Asia;Retona 2.0i Wagon;Корея;KR
Lamborghini;Reventon;Италия;IT
Ssang Yong;Rexton;Корея;KR
Ssang Yong;Rexton 2.7;Корея;KR
Ssang Yong;Rexton 3.2;Корея;KR
Chevrolet;Rezzo Elite;США;US
Chevrolet;Rezzo Elite 1.6;США;US
DongFeng;Rich;Китай;CN
Honda;Ridgeline;Япония;JP
Kia;Rio;Корея;KR
Kia;Rio Hatchback 1.4;Корея;KR
Kia;Rio Sedan 1.4;Корея;KR
Kia;Rio X;Корея;KR
Fiat;Ritmo;Италия;IT
TagAZ;Road Partner 2.3;Россия;RU
TagAZ;Road Partner 3.2;Россия;RU
Alpina;Roadster;Германия;DE
Smart;Roadster 0.7;Германия;DE
Smart;Roadster Coupe 0.7;Германия;DE
Daihatsu;Rocky 2.8;Япония;JP
Daihatsu;Rocky Wagon;Япония;JP
Asia;Rocsta 1.8 DX Hard Top;Корея;KR
Asia;Rocsta 1.8 DX Soft Top;Корея;KR
Asia;Rocsta 1.8 i 4x4;Корея;KR
Asia;Rocsta 2.2;Корея;KR
Asia;Rocsta 2.2 4WD;Корея;KR
Asia;Rocsta 2.2 D 4x4;Корея;KR
Asia;Rocsta 2.2 D Soft Top;Корея;KR
Asia;Rocsta 2.2 Diesel DX H/Top;Корея;KR
Asia;Rocsta 2.2 Diesel DX S/Top;Корея;KR
Asia;Rocsta 2.2 Diesel Soft Top;Корея;KR
Asia;Rocsta R2 Wagon;Корея;KR
Ssang Yong;Rodius;Корея;KR
Ssang Yong;Rodius 2.7;Корея;KR
Ssang Yong;Rodius 3.2;Корея;KR
Nissan;Rogue;Япония;JP
Nissan;Rogue Sport;Япония;JP
Skoda;Roomster;Чешская Республика;CZ
Skoda;Roomster 1.2;Чешская Республика;CZ
Skoda;Roomster 1.4;Чешская Республика;CZ
Skoda;Roomster 1.6;Чешская Республика;CZ
Skoda;Roomster 1.9;Чешская Республика;CZ
Skoda;Roomster Scout;Чешская Республика;CZ
Skoda;Roomster Scout 1.4;Чешская Республика;CZ
Skoda;Roomster Scout 1.6;Чешская Республика;CZ
Skoda;Roomster Scout 1.9;Чешская Республика;CZ
Toyota;Roomy;Япония;JP
Nissan;Roox;Япония;JP
Toyota;Rush;Япония;JP
Mitsuoka;Ryoga Soft;Япония;JP
Mercedes;S 63 AMG 6.2;Германия;DE
Mercedes;S 63 AMG L 6.2;Германия;DE
Mercedes;S 65 AMG L 6.0;Германия;DE
Mercedes;S-Class S 350;Германия;DE
Mercedes;S-Class S 350 L;Германия;DE
Mercedes;S-Class S 450;Германия;DE
Mercedes;S-Class S 450 L;Германия;DE
Mercedes;S-Class S 500;Германия;DE
Mercedes;S-Class S 500 L;Германия;DE
Mercedes;S-Class S 600 L;Германия;DE
Ford;S-MAX Core 1.8;США;US
Ford;S-MAX Core 2.0;США;US
Ford;S-MAX Core 2.3;США;US
Ford;S-MAX Sport 2.2;США;US
Ford;S-MAX Sport 2.3;США;US
Ford;S-MAX Sport 2.5;США;US
Ford;S-MAX Titanium 2.0;США;US
Ford;S-MAX Titanium 2.2;США;US
Ford;S-MAX Titanium 2.3;США;US
Ford;S-MAX Titanium 2.5;США;US
Ford;S-MAX Trend 2.0;США;US
Ford;S-MAX Trend 2.3;США;US
Ford;S-MAX Trend 2.5;США;US
JAC;S1 (Rein);Китай;CN
HAIMA;S1 Coupe;Китай;CN
JAC;S3;Китай;CN
DongFeng;S30;Китай;CN
Volvo;S40;Швеция;SE
Volvo;S40 1.6;Швеция;SE
Volvo;S40 1.8;Швеция;SE
Volvo;S40 2.4;Швеция;SE
Audi;S5;Германия;DE
OMODA;S5;Китай;CN
JAC;S5 (Eagle);Китай;CN
Audi;S6;Германия;DE
BYD;S6;Китай;CN
Audi;S6 Avant;Германия;DE
Volvo;S60;Швеция;SE
Volvo;S60 2.4;Швеция;SE
Volvo;S60 2.5;Швеция;SE
Volvo;S60 Cross Country;Швеция;SE
JAC;S7;Китай;CN
Volvo;S70;Швеция;SE
Audi;S8;Германия;DE
Volvo;S80;Швеция;SE
Volvo;S80 2.0;Швеция;SE
Volvo;S80 2.5;Швеция;SE
Volvo;S80 3.2;Швеция;SE
Volvo;S80 V8;Швеция;SE
Volvo;S90;Швеция;SE
Saturn;SC (E128);США;US
Saturn;SC (E128) 1.9 i;США;US
Saturn;SC (G127) 1.9 i;США;US
Lexus;SC 430 R1;Япония;JP
Geely;SC7;Китай;CN
Saturn;SL;США;US
Saturn;SL (55-Type);США;US
Saturn;SL (55-Type) 1.9 i;США;US
Saturn;SL 1.9 i;США;US
Mercedes;SL 63 AMG 6.2;Германия;DE
Mercedes;SL 65 AMG 6.0;Германия;DE
Mercedes;SL-Class SL 350;Германия;DE
Mercedes;SL-Class SL 500;Германия;DE
Mercedes;SL-Class SL 600;Германия;DE
Mercedes;SLC;Германия;DE
Mercedes;SLC AMG;Германия;DE
Mercedes;SLK 55 AMG 5.4;Германия;DE
Mercedes;SLK-Class SLK 200;Германия;DE
Mercedes;SLK-Class SLK 280;Германия;DE
Mercedes;SLK-Class SLK 350;Германия;DE
Mercedes;SLR McLaren;Германия;DE
Mercedes;SLS AMG;Германия;DE
Acura;SLX;Япония;JP
Cadillac;SRX 3.6 Base;США;США
Cadillac;SRX 3.6 Top;США;США
Cadillac;SRX 4.6 Mid;США;США
Cadillac;SRX 4.6 Top;США;США
Cadillac;STS 3.6;США;США
Cadillac;STS 4.6 AWD;США;США
Cadillac;STS 4.6 RWD;США;США
Subaru;SVX;Япония;JP
Saturn;SW (85 -type) 1.9 i;США;US
Saturn;SW 1.9 i;США;US
Suzuki;SX4;Япония;JP
Suzuki;SX4 GLX;Япония;JP
Suzuki;SX4 Sedan;Япония;JP
Suzuki;SX4 Sedan GLA;Япония;JP
Mercury;Sable 3.5 4x2;США;US
Mercury;Sable 3.5 4x4;США;US
Nissan;Safari;Япония;JP
Great Wall;Safe;Китай;CN
Renault;Safrane;Франция;FR
Proton;Saga;Малайзия;MY
Proton;Saga 1.3 i;Малайзия;MY
Proton;Saga 1.5 i;Малайзия;MY
Toyota;Sai;Япония;JP
Great Wall;Sailor;Китай;CN
Great Wall;Sailor 2.2;Китай;CN
Great Wall;Sailor 2.2 i;Китай;CN
Proton;Saloon 1.3 i;Малайзия;MY
Proton;Saloon 1.5 i;Малайзия;MY
Proton;Saloon Aeroback;Малайзия;MY
Proton;Saloon Aeroback 1.3 i;Малайзия;MY
Proton;Saloon Aeroback 1.5 i;Малайзия;MY
Subaru;Sambar;Япония;JP
Suzuki;Samurai;Япония;JP
Renault;Sandero;Франция;FR
Dacia;Sandero 1.6;Румыния;RO
Renault;Sandero RS;Франция;FR
Hyundai;Santa Cruz;Корея;KR
Hyundai;Santa Fe;Корея;KR
Hyundai;Santa Fe Classic AT3 2.0;Корея;KR
Hyundai;Santa Fe Classic AT4 2.7;Корея;KR
Hyundai;Santa Fe Classic AT6 2.7;Корея;KR
Hyundai;Santa Fe Classic MT1 2.0;Корея;KR
Hyundai;Santa Fe Classic MT2 2.0;Корея;KR
Hyundai;Santa Fe Classic MT5 2.0;Корея;KR
Hyundai;Santa Fe GLS 2.2;Корея;KR
Hyundai;Santa Fe GLS 2.7;Корея;KR
Hyundai;Santamo;Корея;KR
Mitsubishi;Sapporo;Япония;JP
GMC;Savana StarCraft 4.3;США;US
GMC;Savana StarCraft 5.3;США;US
Mitsubishi;Savrin;Япония;JP
Citroen;Saxo 1.1;Франция;FR
Citroen;Saxo 1.4;Франция;FR
Citroen;Saxo 1.5 D;Франция;FR
Citroen;Saxo 1.6;Франция;FR
Citroen;Saxo VTS 1.6;Франция;FR
Skoda;Scala;Чешская Республика;CZ
Renault;Scenic;Франция;FR
Renault;Scenic Conquest;Франция;FR
Renault;Scenic Conquest 1.6;Франция;FR
Renault;Scenic Conquest 2.0;Франция;FR
Renault;Scenic Dinamique;Франция;FR
Renault;Scenic Dinamique 2.0;Франция;FR
Renault;Scenic Genea;Франция;FR
Renault;Scenic Genea 1.6;Франция;FR
Renault;Scenic Panoramique;Франция;FR
Renault;Scenic Panoramique 1.6;Франция;FR
Toyota;Scepter;Япония;JP
Volkswagen;Scirocco;Германия;DE
Volkswagen;Scirocco 1.4;Германия;DE
Volkswagen;Scirocco 2.0;Германия;DE
Ford;Scorpio;США;US
Mazda;Scrum;Япония;JP
Fiat;Scudo;Италия;IT
BYD;Seal;Китай;CN
Chrysler;Sebring Cabrio Limited 2.7;США;US
Chrysler;Sebring Limited 2.4;США;US
Chrysler;Sebring Limited 2.7;США;US
Fiat;Sedici Dynamic 4x2;Италия;IT
Fiat;Sedici Emotion 4x4;Италия;IT
JAC;Sehol A5 Plus;Китай;CN
JAC;Sehol Aipao;Китай;CN
JAC;Sehol E20X;Китай;CN
JAC;Sehol X8;Китай;CN
JAC;Sehol X8 Plus;Китай;CN
Kia;Seltos;Корея;KR
Opel;Senator;Германия;DE
Mazda;Sentia;Япония;JP
Nissan;Sentra;Япония;JP
Kia;Sephia;Корея;KR
Toyota;Sequoia;Япония;JP
Toyota;Sera;Япония;JP
Nissan;Serena;Япония;JP
Cadillac;Series 62;США;США
Land Rover;Series I;США;US
Land Rover;Series II;США;US
Land Rover;Series III;США;US
Cadillac;Seville;США;США
Volkswagen;Sharan;Германия;DE
Changan;Shenlan SL03;Китай;CN
Kia;Shuma;Корея;KR
Derways;Shuttle;Россия;RU
Honda;Shuttle;Япония;JP
DADI;Shuttle 2.4;Китай;CN
DADI;Shuttle 2.8;Китай;CN
Suzuki;Sidekick;Япония;JP
Toyota;Sienna;Япония;JP
Toyota;Sienta;Япония;JP
Ford;Sierra;США;US
GMC;Sierra 4.3;США;US
GMC;Sierra 4.8;США;US
GMC;Sierra 5.3;США;US
Mitsubishi;Sigma;Япония;JP
Opel;Signum;Германия;DE
Opel;Signum 1.8;Германия;DE
Opel;Signum 2.0;Германия;DE
Opel;Signum 2.2;Германия;DE
Opel;Signum 2.8;Германия;DE
Oldsmobile;Silhouette 3.3 i;США;US
Rolls Royce;Silver Seraph;Виргинские о-ва (Британские);VG
Chevrolet;Silverado;США;US
Nissan;Silvia;Япония;JP
HAFEI;Simbo 1.6;Китай;CN
Mercedes;Simplex;Германия;DE
Opel;Sintra;Германия;DE
Daihatsu;Sirion 1.0;Япония;JP
Daihatsu;Sirion 1.0 CX;Япония;JP
Smart;Sity Cabrio;Германия;DE
Smart;Sity Cabrio 0.6;Германия;DE
Smart;Sity Cabrio 0.7;Германия;DE
Smart;Sity Coupe;Германия;DE
Smart;Sity Coupe 0.6;Германия;DE
Smart;Sity Coupe 0.7;Германия;DE
Smart;Sity Coupe 0.8;Германия;DE
Smart;Sity Crossblade;Германия;DE
Saturn;Sky 2.0 i;США;US
Saturn;Sky 2.4 i;США;US
